2022-01-04 20:07:43 | INFO  | osdt initialized, invoked by: C:\Users\17074\AppData\Local\Programs\Python\Python38\Scripts\osdt 'run', '.\\ball_sensor.yaml' | utils.py:387
2022-01-04 20:07:43 | DEBUG | loading file: [{'o': 'sampled_ball.yaml'}] | opfile.py:75
2022-01-04 20:07:43 | DEBUG | loaded file: {'x': <osdt_example.models.bouncing_ball.State object at 0x000001E9054E0C40>, 'p': <osdt_example.models.bouncing_ball.Params object at 0x000001E935A8C2E0>, 'c': 'osdt_example.models.bouncing_ball.C', 'f': 'osdt_example.models.bouncing_ball.F', 'd': 'osdt_example.models.bouncing_ball.D', 'g': 'osdt_example.models.bouncing_ball.G', 'u': 'osdt_example.models.bouncing_ball.U', 'y': 'osdt_example.models.bouncing_ball.Y', 'initialize': 'osdt_example.models.bouncing_ball.initialize'} | opfile.py:85
2022-01-04 20:07:43 | DEBUG | loading file: [{'o': 'pos_sampler.yaml'}] | opfile.py:75
2022-01-04 20:07:43 | DEBUG | loaded file: {'x': <osdt_example.models.sample_hold_sensor.State object at 0x000001E935A9AF10>, 'p': [<osdt_example.models.sample_hold_sensor.Params object at 0x000001E935A9A820>], 'c': 'osdt_example.models.sample_hold_sensor.C', 'f': 'osdt_example.models.sample_hold_sensor.F', 'd': 'osdt_example.models.sample_hold_sensor.D', 'g': 'osdt_example.models.sample_hold_sensor.G', 'u': 'osdt_example.models.sample_hold_sensor.U', 'id': 'pos_sensor'} | opfile.py:85
2022-01-04 20:07:43 | DEBUG | loading file: [{'o': 'vel_sampler.yaml'}] | opfile.py:75
2022-01-04 20:07:43 | DEBUG | loaded file: {'x': <osdt_example.models.sample_hold_sensor.State object at 0x000001E935A8CC70>, 'p': [<osdt_example.models.sample_hold_sensor.Params object at 0x000001E935A8CFA0>], 'c': 'osdt_example.models.sample_hold_sensor.C', 'f': 'osdt_example.models.sample_hold_sensor.F', 'd': 'osdt_example.models.sample_hold_sensor.D', 'g': 'osdt_example.models.sample_hold_sensor.G', 'u': 'osdt_example.models.sample_hold_sensor.U', 'id': 'vel_sensor'} | opfile.py:85
2022-01-04 20:07:43 | INFO  | created new system: system <osdt.system.System object at 0x000001E935A8C670> | system.py:112
2022-01-04 20:07:43 | INFO  | system added to environment: system <osdt.system.System object at 0x000001E935A8C670> | environment.py:77
2022-01-04 20:07:43 | INFO  | created new system: pos_sensor <osdt.system.System object at 0x000001E935A8C850> | system.py:112
2022-01-04 20:07:43 | INFO  | system added to environment: pos_sensor <osdt.system.System object at 0x000001E935A8C850> | environment.py:77
2022-01-04 20:07:43 | INFO  | created new system: vel_sensor <osdt.system.System object at 0x000001E935A9F790> | system.py:112
2022-01-04 20:07:43 | INFO  | system added to environment: vel_sensor <osdt.system.System object at 0x000001E935A9F790> | environment.py:77
2022-01-04 20:07:43 | INFO  | adding variable INPUT -> <osdt.system.System object at 0x000001E935A8C670> | system.py:234
2022-01-04 20:07:43 | INFO  | adding variable INPUT -> <osdt.system.System object at 0x000001E935A8C670> | system.py:234
2022-01-04 20:07:43 | INFO  | updating config{} | toolbox.py:560
2022-01-04 20:07:43 | INFO  | starting environment...  | operator.py:220
2022-01-04 20:07:43 | INFO  | simulation     0% complete : time (  0.00 / 20.0 ) : jumps (  1 / 20 ) | operator.py:215
2022-01-04 20:07:43 | INFO  | simulation  10.0% complete : time (  0.20 / 20.0 ) : jumps (  3 / 20 ) | operator.py:215
2022-01-04 20:07:43 | INFO  | simulation  20.0% complete : time (  0.40 / 20.0 ) : jumps (  5 / 20 ) | operator.py:215
2022-01-04 20:07:43 | INFO  | simulation  30.0% complete : time (  0.60 / 20.0 ) : jumps (  7 / 20 ) | operator.py:215
2022-01-04 20:07:43 | INFO  | simulation  40.0% complete : time (  0.80 / 20.0 ) : jumps (  9 / 20 ) | operator.py:215
2022-01-04 20:07:43 | INFO  | simulation  50.0% complete : time (  1.00 / 20.0 ) : jumps ( 11 / 20 ) | operator.py:215
2022-01-04 20:07:43 | INFO  | simulation  60.0% complete : time (  1.20 / 20.0 ) : jumps ( 13 / 20 ) | operator.py:215
2022-01-04 20:07:43 | INFO  | simulation  70.0% complete : time (  1.40 / 20.0 ) : jumps ( 15 / 20 ) | operator.py:215
2022-01-04 20:07:43 | INFO  | simulation  80.0% complete : time (  1.50 / 20.0 ) : jumps ( 16 / 20 ) | operator.py:215
2022-01-04 20:07:43 | INFO  | simulation  90.0% complete : time (  1.70 / 20.0 ) : jumps ( 18 / 20 ) | operator.py:215
2022-01-04 20:07:43 | INFO  | environment stopped - run time = 0.020998239517211914 | operator.py:245
2022-01-04 20:07:43 | DEBUG | loading file: [{'o': 'v:args:figure1'}] | opfile.py:75
2022-01-04 20:07:43 | DEBUG | loaded file: {'figure': {'width': 800, 'height': 800, 'title': 'Multifig', 'layout': [[1], [2], [3]]}, 'subplots': {1: {'title': 'Subplot Title'}, 2: {'title': 'Subplot Title'}, 3: {'title': 'Velocity'}}, 'data': {1: [{'y': 'timer'}], 2: [{'y': 'y_position'}, {'y': 'value', 'system': <osdt.system.System object at 0x000001E935A8C850>}], 3: [{'y': 'y_velocity'}, {'y': 'value', 'system': <osdt.system.System object at 0x000001E935A9F790>}]}, 'export': {'path': None, 'format': 'png'}, 'display': True} | opfile.py:85
2022-01-04 20:07:43 | INFO  | new figure created: figure #0 (Multifig) | figure.py:427
2022-01-04 20:07:43 | DEBUG | new series plotted: pos_sensor -> figure #0 (Multifig) subplot #1 | figure.py:303
2022-01-04 20:07:43 | DEBUG | new series plotted: vel_sensor -> figure #0 (Multifig) subplot #1 | figure.py:303
2022-01-04 20:07:43 | DEBUG | new series plotted: system -> figure #0 (Multifig) subplot #2 | figure.py:303
2022-01-04 20:07:43 | DEBUG | new series plotted: system -> figure #0 (Multifig) subplot #3 | figure.py:303
