2022-01-06 16:25:01 | INFO  | osdt initialized, invoked by: C:\Users\17074\AppData\Local\Programs\Python\Python38\Scripts\osdt 'runop', '.\\ball_with_sensors.yaml' | utils.py:388
2022-01-06 16:25:01 | INFO  | created new system: system <osdt.system.System object at 0x0000020F3CA0F130> | system.py:112
2022-01-06 16:25:01 | INFO  | system added to environment: system <osdt.system.System object at 0x0000020F3CA0F130> | environment.py:77
2022-01-06 16:25:01 | INFO  | created new system: pos_sensor <osdt.system.System object at 0x0000020F3CA0FE20> | system.py:112
2022-01-06 16:25:01 | INFO  | system added to environment: pos_sensor <osdt.system.System object at 0x0000020F3CA0FE20> | environment.py:77
2022-01-06 16:25:01 | INFO  | created new system: vel_sensor <osdt.system.System object at 0x0000020F3CA05E80> | system.py:112
2022-01-06 16:25:01 | INFO  | system added to environment: vel_sensor <osdt.system.System object at 0x0000020F3CA05E80> | environment.py:77
2022-01-06 16:25:01 | INFO  | adding variable INPUT -> <osdt.system.System object at 0x0000020F3CA0F130> | system.py:234
2022-01-06 16:25:01 | INFO  | adding variable INPUT -> <osdt.system.System object at 0x0000020F3CA0F130> | system.py:234
2022-01-06 16:25:01 | INFO  | integrator type set: vode | toolbox.py:618
2022-01-06 16:25:01 | INFO  | integrator parameter set: (vode) max_step = 0.01 | toolbox.py:623
2022-01-06 16:25:01 | INFO  | updating config{} | toolbox.py:562
2022-01-06 16:25:01 | INFO  | starting environment...  | operator.py:220
2022-01-06 16:25:01 | INFO  | simulation     0% complete : time (  0.00 / 20.0 ) : jumps (  1 / 20 ) | operator.py:215
2022-01-06 16:25:01 | INFO  | simulation  10.0% complete : time (  0.20 / 20.0 ) : jumps (  3 / 20 ) | operator.py:215
2022-01-06 16:25:01 | INFO  | simulation  20.0% complete : time (  0.40 / 20.0 ) : jumps (  5 / 20 ) | operator.py:215
2022-01-06 16:25:01 | INFO  | simulation  30.0% complete : time (  0.50 / 20.0 ) : jumps (  7 / 20 ) | operator.py:215
2022-01-06 16:25:01 | INFO  | simulation  40.0% complete : time (  0.71 / 20.0 ) : jumps (  9 / 20 ) | operator.py:215
2022-01-06 16:25:01 | INFO  | simulation  50.0% complete : time (  0.91 / 20.0 ) : jumps ( 11 / 20 ) | operator.py:215
2022-01-06 16:25:01 | INFO  | simulation  60.0% complete : time (  1.11 / 20.0 ) : jumps ( 13 / 20 ) | operator.py:215
2022-01-06 16:25:01 | INFO  | simulation  70.0% complete : time (  1.31 / 20.0 ) : jumps ( 15 / 20 ) | operator.py:215
2022-01-06 16:25:01 | INFO  | simulation  80.0% complete : time (  1.32 / 20.0 ) : jumps ( 16 / 20 ) | operator.py:215
2022-01-06 16:25:01 | INFO  | simulation  90.0% complete : time (  1.51 / 20.0 ) : jumps ( 18 / 20 ) | operator.py:215
2022-01-06 16:25:01 | INFO  | environment stopped - run time = 0.14899230003356934 | operator.py:245
2022-01-06 16:25:01 | INFO  | new figure created: figure #0 (Bouncing Ball with Sensors) | figure.py:435
2022-01-06 16:25:01 | DEBUG | new series plotted: system -> figure #0 (Bouncing Ball with Sensors) subplot #1 | figure.py:311
2022-01-06 16:25:01 | DEBUG | new series plotted: pos_sensor -> figure #0 (Bouncing Ball with Sensors) subplot #1 | figure.py:311
2022-01-06 16:25:01 | DEBUG | new series plotted: system -> figure #0 (Bouncing Ball with Sensors) subplot #2 | figure.py:311
2022-01-06 16:25:02 | DEBUG | new series plotted: vel_sensor -> figure #0 (Bouncing Ball with Sensors) subplot #2 | figure.py:311
2022-01-06 16:25:02 | INFO  | exporting figure: figure #0 (Bouncing Ball with Sensors) -> C:\Users\17074\GitHub\osdt_example_project\osdt_example\projects\ball_with_sensors\osdt\2022_01_06_16_25_00_359319\figure1.png | figure.py:663
